kdrama_id,drama_name,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
6dca9e88afdb445bbe008289540f56f0,Bloodhounds,2023,,,South Korea,Drama,8,3600,"Jun  9, 2023","Jun  9, 2023",Friday,Netflix,18+ Restricted (violence & profanity),"When reserved rookie boxer Kim Geon Woo squares off against loquacious southpaw Hong Woo Jin, Geon Woo narrowly prevails — but the two former marines become fast friends. As their friendship grows, so do the financial woes that plague Geon Woo’s mother. To save her quaint café from going under, she signs off on a hefty loan. But when it turns out she’s been targeted by Smile Capital — a ruthless loan shark business — Geon Woo and Woo Jin do everything in their power to make it right. Fate intervenes as the pair end up working for a generous money lender whose foster daughter is dead set on taking down the loan sharks.(Source: Netflix)~~ Adapted from the webtoon ""Bloodhounds"" (사냥개들) by Jeong Chan (정찬).",261,444
9213b6aa40cc454d8155d68322c73fbd,Love Tractor,2023,['Yang Kyung Hee'],,South Korea,Drama,8,1500,2023-06-07,2023-06-21,Wednesday,,13+ - Teens 13 or older,"Seon Yul, a temporarily relocated city man, meets Ye Chan, a rural man who adores the countryside. Seon Yul comes to the countryside to experience life knowing nothing about farming and Ye Chan appears before him. As Seon Yul learns to adapt to rural living and engage in farming activities, he becomes increasingly attracted to Ye Chan's sincerity and enthusiasm. Together, the two embark on a chaotic and romantic countryside journey of healing and love. (Source: iQIYI)~~ Adapted from the webtoon ""Love Tractor"" (트랙터는 사랑을 싣고) written by Hmm Yong Yong (흠념뇸) and illustrated by AngryMonster (앵몬).",2342,1099
e16e394bd66847fa87501e8bbf4062e8,Romance by Romance,2023,,,South Korea,Drama,10,900,2023-06-07,2023-06-28,Wednesday,,15+ - Teens 15 or older,"Having never been involved in a long-term relationship, Ha Yoon was hoping that her current boyfriend, Nam Tae Ryun, would be the one to change all of that. But when he announces he wants to break up with her before they even reach their 100th day, Ha Yoon refuses to accept her fate without a fight.Determined to make this relationship last, Ha Yoon suggests a month-long “break-up grace period” in which she and Tae Ryun are allowed to spend as much time apart as they want, without calling things off completely. Agreeing to her terms, Tae Ryun and Ha Yoon draw up a contract in which the terms of their grace period are clearly stated. While Tae Ryuun goes about his life, Ha Yoon somehow finds herself signing an entirely different contract with her best friend and college colleague, Kang Jin.Though certain his month away from Ha Yoon would be easy, Tae Ryun begins to have second doubts when he realizes she’s been spending time with Kang Jin. With unexpected feelings of jealousy stirring, will Tae Ryun be willing to let Ha Yoon go without a fight?(Source: Viki)",6232,7118
b5b3c87821834977b4a94c0b74fa9be1,The Villain of Romance,2023,,,South Korea,Drama,10,2700,2023-06-05,2023-06-27,"Monday, Tuesday",MBC Dramanet,15+ - Teens 15 or older,"A coming-of-age story and realistic romance about young college “villains” who are still learning about love. Kang Hee Jae desperately wants to appear cool to others, but secretly feels smaller than plankton on the inside. While struggling to forgive his girlfriend, Yoo Jin, for her “savage” behavior, he winds up gradually transforming into an obsessive monster.Meanwhile, Ban Yoo Jin is a highly intelligent older student at Kang Hee Jae’s college. Because Yoo Jin can never seem to keep a relationship going for longer than 100 days, she starts to worry that she’ll wind up living a lonely life alone. So when younger student Hee Jae boldly shoots his shot, she decides to put him through some intense “training” as they date.",56335,7766
e40375435aa7440e8303aaaea4cc8648,Sound Candy,2023,['Kang Hee Ju'],,South Korea,Drama,10,900,2023-06-03,2023-07-01,Saturday,TVING,G - All Ages,"A group of young individuals with different backgrounds come together at a pension located in Jeju. They rediscover their love and friendship through the mystery of""SoundCandy.""(Source: MyDramaList) ",54892,8575
ede6d42db893475c8b8383e6d680ab0f,Bitch X Rich,2023,,,South Korea,Drama,10,2100,2023-05-31,2023-06-28,Wednesday,Netflix,15+ - Teens 15 or older,Baek Je Na is a third-generation conglomerate and a gold spoon of the highest class at Cheongdam International High School. Kim Hye In grew up in poverty and is offered a chance to study at the Cheongdam International High School in exchange for her silence on a murder she witnessed. Cheongdam International High School is a homicide mystery that follows Je Na’s rivalry with Kim Hye In as they are pitted against each other in mental warfare. (Sources: pinkvilla.com; nme.com),5659,1731
a4b48d65e0704101bc0f77b36bb6b5ee,Battle for Happiness,2023,['Kim Yoon Cheol'],['Joo Young Ha'],South Korea,Drama,16,4200,2023-05-31,2023-07-20,"Wednesday, Thursday",Amazon Prime ENA TVING,Not Yet Rated,"A suspense drama depicting mothers engaged in a fierce social media battle to destroy each others' happiness for their own, to free themselves from oppression, hurt, and secrets, and regain their true selves.(Source: HanCinema)~~ Adapted from the novel ""Haengbokbaeteul"" (행복배틀) by Joo Young Ha (주영하). ",2952,3767
147ea55381da4886aead4a4329c6eabc,Delightfully Deceitful,2023,['Lee Soo Hyun'],['Han Woo Joo'],South Korea,Drama,16,4200,2023-05-29,2023-07-18,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"Clever con artist Lee Ro Um suffers from a distinct lack of empathy. One day, she is falsely implicated on charges of killing her estranged parents. She is exonerated after 10 years with the help of a passionate, highly empathetic lawyer, Han Moo Young.The two come to form an unlikely alliance to fight against wrongdoers and exact revenge on them.(Source: The Korea Times) ",3486,1302
0c9607d2ecac493a8d83ef254870c401,One Day Off,2023,['Lee Jong Pil'],['Son Mi'],South Korea,Drama,8,1500,2023-05-24,2023-05-31,Wednesday,,Not Yet Rated,"Set in the 1990's, Park Ha Kyung teaches Korean literature at a high school. To escape her ordinary days, Park Ha Kyung decides to take one day trips on Saturdays. During her one day trip, she walks around, eats different foods, and meets various people. She realizes she receives comfort and empathy through her travels.(Source: AsianWiki) ",1223,3710
47b65449450d478c96e0612571583cdf,Star Struck,2023,"['Park Sun Jae', 'Kim Hoon Gwang']",['Jung Hyun Woo'],South Korea,Drama,8,1020,2023-05-18,2023-06-08,Thursday,,15+ - Teens 15 or older,"When love is kept for a long time...will that feeling blossom?Seo Han Joon has been in love with his childhood friend, Jo Yoo Jae, for a long time. He knew his feelings wouldn’t be reciprocated, and it didn’t matter because he never even dreamed of confessing to him. But this time, he wanted to express his love...(Source: blupdate2020 at Twitter; edited by Khai at MyDramaList)~~ Adapted from the novel ""Star Struck"" (스타스트럭) by Ha Tae Jin (하태진).",8567,1323
213b74d7e6e542baa6a8f3ee394ce43e,Oh! Youngsim,2023,"['Kim Eun Kyung', 'Oh Hwan Min']",['Jeon Seon Young'],South Korea,Drama,10,3000,2023-05-15,2023-06-13,"Monday, Tuesday",ENA Genie TV,Not Yet Rated,"Oh Young Sim is single and in her 30s. She has worked as a TV variety show PD for 8 years. She wanted to make people laugh with her TV shows, which were always cancelled due to low popularity ratings. Her career is now in a crisis. She has a chance to produce a love entertainment show as a pilot program. For the show, Oh Young Sim casts famous start-up founder Mark Wang as a guest. She is surprised that Mark Wang is Wang Kyung Tae. When they were little, Wang Kyung Tae had a crush on Oh Young Sim, and he always let her know how he felt about her. Oh Young Sim did not feel the same way towards Wang Kyung Tae at the time. He then suddenly moved to the United States with his family. They lost contact with each other afterward.Now, 20 years after they were last together, Wang Kyung Tae appears in front of her as CEO Mark Wang. Meanwhile, PD Lee Chae Dong works with PD Oh Young Sim in the same variety show department. He is always on her side. Also, around Oh Young Sim is her friend Goo Wol Sook. She runs the popular YouTube video channel ""Ku's Date"".(Source: AsianWiki)~~ Adapted from the animated series ""Yeongsimi"" (영심이), which in turn is adapted from the comic series ""14-year-old Yeongsimi"" (열네 살 영심이) by Bae Geum Teak (배금택).",8020,2632
e27854d516a540a58be30f87b77906f5,Black Knight,2023,,,South Korea,Drama,6,2520,"May 12, 2023","May 12, 2023",Friday,Netflix,15+ - Teens 15 or older,"In 2071, toxic air pollution had devastated the world, leaving only 1% of the population alive. People rarely leave their homes without gas masks, and delivery drivers known as knights protect and deliver packages. One legendary knight, Knight 5-8, meets a young refugee named Sa Wol who dreams of becoming a knight. With the help of Seol A, an officer in the Defense Intelligence Command, Knight 5-8 trains and mentors Sa Wol, helping him achieve his dream in a dangerous and harsh world.(Source: CK Warrior at MyDramaList) ~~ Adapted from the webtoon ""Black Knight” (택배기사) by Lee Yoon Kyun (이윤균).",1422,608
131df87dd38a4036bed05a8b4f96c891,Race,2023,['Lee Dong Yoon'],['Kim Roo Ri'],South Korea,Drama,12,3480,2023-05-10,2023-06-14,Wednesday,Disney+ Hulu,Not Yet Rated,"Office politics take center stage for marketer Park Yoon Jo, whose lack of an academic background won’t deter her dedication to her work, and the smart and just Ryu Jae Min, who lacks any expectations towards their company.(Source: Korean = Naver || Translation = MyDramaList) ",6265,4178
d623b6c1059c493c8b7fe4c4fa3f107b,It Was Spring,2023,['Park Joon Sik'],,South Korea,Drama,8,1020,2023-05-08,2023-06-26,Monday,KBS1,Not Yet Rated,"Set in a high school in Mokpo, this webdrama perfectly reproduces various cultures and youth sensibilities such as music, dramas, movies, and fashion at a time, letting viewers to empathise and think about their memories.(Source: Korean = Naver || Translation = Xavier Ng at MyDramaList) ",55545,13235
2ace8af95b164196a3ad74c147c51f65,Tale of the Nine-Tailed 1938,2023,"['Kang Shin Hyo', 'Jo Nam Hyung']",['Han Woo Ri'],South Korea,Drama,12,4200,2023-05-06,2023-06-11,"Saturday, Sunday",tvN,15+ - Teens 15 or older,"An unexpected case leads Lee Yeon back in time to 1938, where he reencounters Ryu Hong Joo. Once a guardian spirit of the mountain in the west, she's now the owner of a high-end restaurant in the capital city of Gyeongseong. He also meets his younger brother Lee Rang. Meanwhile, another former guardian spirit and ex-friend Cheon Moo Young has become hostile. Lee Yeon struggles to return to the present, to his loved one.(Source: AsianWiki; edited by MyDramaList)",101,546
1470331acb00483eaaa620cbfbc81737,All That We Loved,2023,['Kim Jin Sung'],['Kang Yoon'],South Korea,Drama,8,2100,2023-05-05,2023-05-26,Friday,TVING,15+ - Teens 15 or older,"Depicts the solid friendship and sincere love story of 18-year-old youths who cannot give up love or friendship. The drama deals with the unique subject of cellular memory, which hypothesizes that memory is transferred to organ transplant recipients.Go Yoo is an 18-year-old student inhis second year of Hara High School. Go Yoo grows taller everyday, and he is often praised as a genius at basketball, which he originally started in order to grow taller. He’s also a charming student who manages to at least do averagely in school despite not studying. Go Yoo is too busy to date, and he’s preoccupied with protecting Joon Hee, but after he donates his kidney to Joon Hee, he becomes rivals in love with Joon Hee for the school’s No. 1 student and his first love So Yeondue tocellular memory syndrome.(Source: Naver; Soompi)",3866,2030
756ab26b55c44e1da0c6ede35d41b712,Love Mate,2023,['So Joon Moon'],,South Korea,Drama,8,1200,2023-05-04,2023-05-25,Thursday,,15+ - Teens 15 or older,"As a team leader, Seo Lee Joon is anything but soft. A leader at So What Media, Lee Joon’s content production team is one of the company’s best but by demanding the best from his team, he’s developed a reputation as the company’s toughest team leader. Seen by all as an iron-clad man who’s set in his ways, everyone is surprised when it becomes apparent that the company’s new employee, Jeong Ha Ram, has started to get under his skin.A very straightforward type of person, Ha Ram hides nothing about himself, including his sincere beliefs about love. Skeptical of love himself, Lee Joon has a hard time understanding how Ha Ram can be so open about love. Even more confusing for Lee Joon is trying to understand the feelings that he seems to be developing for the company’s newest employee. Finding themselves in a bit of a push-and-pull relationship, Lee Joon and Ha Ram begin to understand each other better, as they slowly learn about each other’s past and present struggles. Drawing ever closer, will this unlikely pair learn to let go of the past and allow themselves the freedom to experience true love?(Source: Viki)",5695,1135
3974d947cd2d4408a4f9d18b42b8a1c7,My Perfect Stranger,2023,"['Kang Soo Yeon', 'Lee Woong Hee']",['Baek So Yeon'],South Korea,Drama,16,4200,2023-05-01,2023-06-20,"Monday, Tuesday",KBS2 ViuTV,15+ - Teens 15 or older,"Yoon Hae Joon is the youngest anchor to ever work at his broadcasting station. He is calm and straightforward as a journalist and kind in his personal life. On the other hand, Baek Yoon Young dreamed of becoming a writer but wound up working at a publishing company. The two somehow travel back in time to the year 1987. There, Yoon Hae Joon tries to find the truth behind a serial murder case while Baek Yoon Young attempts to prevent her parents from marrying. They soon realize that their objectives are connected. (Source: AsianWiki; edited by MyDramaList)",310,981
69218fd6536e4fbbad34d6b5b7e8e861,Finland Papa,2023,,,South Korea,Drama,6,1680,2023-04-29,2023-05-14,"Saturday, Sunday",,Not Yet Rated,"Lee Yu Ri is a young woman recently rocked by the death of her grandmother, her most beloved family member. Heartbroken, she decides to try to make a new start by finding a job and interviews at a café named Finland Papa operated by a mysterious figure known only as “Papa.” When she arrives, the staff members give her a meal and eat with her. She proceeds to do so — only to discover that eating was actually her “interview!”Lee Yu Ri lands the job, but is soon flummoxed to learn that the other staff members, like her, have no idea who Papa is. She also comes to learn that the staff members must take on “family names” and must always dine together to maintain “family harmony.” This rule echoes sage words her grandmother once told her. It also reminds her of her closest friend and first love Baek Woo Hyun. When they were younger, Baek Woo Hyun would never let Lee Yu Ri eat alone and always did his best to raise her spirits. Their parting was sad. Could working at Finland Papa somehow lead to their reconciliation?(Source: Viki)",6394,5609
4231465c4db740d99c3a91377e851167,Dr. Romantic Season 3,2023,['Yoo In Shik'],['Kang Eun Kyung'],South Korea,Drama,16,4200,2023-04-28,2023-06-17,"Friday, Saturday",SBS,15+ - Teens 15 or older,"At Doldam Hospital, Dr. Kim Sa Bu and his team are committed to saving lives. After three years, a state-of-the-art trauma centre is set to open, equipped with the latest in medical technology.Prior to the centre's official opening, however, a crisis unfolds on a North Korean ship that's drifted into South Korean waters. Doctors from Doldam Hospital fly out to help the critically injured aboard the ship. However, the patients need to be transported to the hospital. To complicate matters, the South Korean government wants the North Korean patients returned to their country as part of diplomatic efforts with their neighbouring country.Amidst the chaos, Cha Jin Man—the father of Cha Eun Jae and a former rival of Dr. Kim Sa Bu—is brought on board to run the new trauma centre. (Source: AsianWiki; edited by MyDramaList)",50,706
95b9396130b1478398d12faf08797097,Happy Merry Ending,2023,['Min Chae Yeon'],['Seok Bo Bae'],South Korea,Drama,8,900,2023-04-27,2023-05-19,"Thursday, Friday",,13+ - Teens 13 or older,"Seung Jun is a singing coach and part-time singer at weddings, where he performs without any enthusiasm. He is insecure and withdrawn and has suffered panic attacks since being brutally dumped by his first love. Jae Hyun, a newly hired pianist at the wedding venue, becomes instantly besotted when he meets Seung Jun and immediately sets out to pursue him romantically. Seung Jun, while not rejecting Jae Hyun’s advances outright, is unable to let anyone get close to him. As the two continue to work together at weddings, will the warm and outgoing Jae Hyun succeed in wearing down Seung Jun’s defences?(Source: MyDramaList)~~ Adapted from the webtoon“Happy Merry Ending” (해피메리엔딩) by dorae (도래).",7632,1366
32f5d659283342499ea843a95a82a163,The Good Bad Mother,2023,['Shim Na Yeon'],['Bae Se Young'],South Korea,Drama,14,4200,2023-04-26,2023-06-08,"Wednesday, Thursday",jTBC Netflix TVING,15+ - Teens 15 or older,"Young Soon is a single mother and pig farmer who raised her son Kang Ho alone. Despite her love for him, her strict parenting caused Kang Ho to view her as a bad mother. As an adult, Kang Ho became a cold-hearted prosecutor and kept his distance from his mother. However, an unexpected accident caused him to return to his hometown and start over with Young Soon. Kang Ho's childhood friend Mi Joo, known for her warm heart and strong sense of justice, also reconnected with him after his accident, leading to a transformative experience for her.(Source: CK Warrior at MyDramaList)",75,370
ddbb3f7643a741cab040a5d901ff5621,Queen of Masks,2023,['Kang Ho Jun'],['Im Do Wan'],South Korea,Drama,16,4800,2023-04-24,2023-06-13,"Monday, Tuesday",Channel A,Not Yet Rated,"Do Jae Yi is a human rights lawyer who has built up a large following on social media. She has a reputation for defending the vulnerable and victims of sexual crime. Ten years ago, she was the victim of a terrible, haunting crime. Now, she has become a veritable “queen of masks.” To most of the world, she is a paragon of justice. But behind closed doors, she is exploiting a corrupt politician. And she is secretly helping the current mayor to get out of messy situations – as part of her own plan to become the next mayor.Do Jae Yi is friends with two powerful women. The first is Joo Yoo Jung, the director of an influential arts foundation. The second is the hard-working and ambitious Yoon Hae Mi, who worked her way up from the bottom at a prestigious hotel to the position of Vice President. The three women’s former friend, Go Yoo Na feels she was betrayed by the rest of the women. She moved to the USA in a bid to start her life again. But when she returns to South Korea in search of her missing daughter, her path crosses with those of her former friends. Could revenge be in the cards when they reunite?(Source: Viki)",6516,5979
6b7782a36bfd47a4a787018ab0b3c5fb,Duty After School: Part 2,2023,['Sung Yong Il'],['Lee Nam Gyu'],South Korea,Drama,4,4200,"Apr 21, 2023","Apr 21, 2023",Friday,TVING,18+ Restricted (violence & profanity),"Story of 3rd year students of Sungjin High School who started a 'real war' to fight against the attack of a mysterious creature that covered the sky. Will they be able to save the planet from doom?(Source: MyDramaList)~~ Adapted from the webtoon ""Duty After School"" (방과 후 전쟁활동) by Ha Il Kwon (하일권) ",7853,1283
9a7ab3e975a14d53b4168b70b1264ab0,My 20th Twenty,2023,,,South Korea,Drama,12,900,2023-04-21,2023-05-27,"Friday, Saturday",,15+ - Teens 15 or older,"So Won was born in 1981, so she should be in her forties now, but when she became twenty in 2000, she encountered a witch by chance. So Won was cursed by the witch because she turned down her favour. The curse was ""to live as a twenty-year-old woman for the rest of her life."" At first, she thinks it will be a blessing but soon suffers from the pain of losing her beloved ones and making no progress. One day, So Won happens to spot the witch in a photo, so she heads to the resort in the photo's backdrop. To lift the curse, she sneaks in as a resort staff and meets Kang Hyun and Sang Wook there. (Souce: KOCOWA)",7400,5558
ddf16355b9ac4a99bbc9944005716be8,Strong Underdog,2023,['Ryu Kwang Hyun'],,South Korea,Drama,6,1320,2023-04-17,2023-05-27,,,13+ - Teens 13 or older,"As a high school student, Jung Woo isn’t exactly at the top of his class's social hierarchy. In fact, as one who is bullied daily, Jung Woo could easily be considered one of the lowest, most unlucky students in his entire school. Struggling every day just to get by, Jung Woo does everything he can to hang on long enough to graduate. But when Jae Seong and his cronies decide to hold a fighting tournament among the school’s weakest students, Jung Woo finds himself caught up in the school’s biggest, most talked-about event of the year. Determined not to lose, Jung Woo heads to the gym to train, but it isn’t until he meets the school’s new transfer student, Min Ah, that he finds the inspiration he needs to truly fight back. (Source: Viki)",46705,14008
36a8ad9a260f4e9785eb84a352ed1082,Family: The Unbreakable Bond,2023,"['Jang Jung Do', 'Lee Jung Mook']",['Jung Yoo Sun'],South Korea,Drama,12,4800,2023-04-17,2023-05-23,"Monday, Tuesday",TVING tvN,15+ - Teens 15 or older,"Kwon Do Hoon is an expert sniper and a secret agent working for the National Intelligence Service. To conceal his true identity, he lives a double life as a regular trading company employee, keeping even his wife Kang Yoo Ra in the dark. Though he is occupied with his work, Kwon Do Hoon cherishes his wife deeply. Meanwhile, Kang Yoo Ra, a dedicated homemaker, harbors a secret. Their tranquil existence is thrown into turmoil when Tae Koo emerges, posing a threat to their carefully crafted façade.(Source: CK Warrior at MyDramaList)",4769,1361
797990c3edb0455684569d2c9b6fb8f8,Doctor Cha,2023,"['Kim Dae Jin', 'Kim Jung Wook']",['Jung Yeo Rang'],South Korea,Drama,16,3600,2023-04-15,2023-06-04,"Saturday, Sunday",jTBC Netflix,15+ - Teens 15 or older,"Cha Jung Sook is married to Seo In Ho, who works as a chief surgeon at a university hospital. He has a strict, sensitive, and thoroughgoing personality. Cha Jung Sook has been a full-time housewife for 20 years, giving up her career as a doctor during her medical resident years. After all those years, she decides to restart her medical resident course.(Source: AsianWiki) ",1709,765
